is_offer_completed,gender,age,income,became_member_on_year,became_member_on_month,became_member_on_day,reward,difficulty,duration,offer_type,email,mobile,web,social
0,M,64,56000.0,2017,12,7,10,10,7,bogo,True,True,False,True
1,M,75,41000.0,2015,9,20,2,10,10,discount,True,True,True,True
1,M,36,71000.0,2017,7,26,10,10,7,bogo,True,True,False,True
1,F,57,100000.0,2016,7,25,2,10,10,discount,True,True,True,True
1,M,34,46000.0,2017,10,4,5,5,7,bogo,True,True,True,False
1,M,38,50000.0,2018,6,13,3,7,7,discount,True,True,True,True
1,M,70,113000.0,2017,5,17,5,20,10,discount,True,False,True,False
0,M,36,33000.0,2018,3,9,0,0,3,informational,True,True,False,True
0,M,69,80000.0,2018,1,22,0,0,3,informational,True,True,False,True
0,M,69,48000.0,2018,2,14,10,10,7,bogo,True,True,False,True
0,M,46,59000.0,2017,9,7,5,5,5,bogo,True,True,True,True
0,M,30,37000.0,2017,10,24,3,7,7,discount,True,True,True,True
0,M,70,63000.0,2015,11,1,10,10,5,bogo,True,True,True,True
0,F,118,70598.23,2018,2,23,10,10,7,bogo,True,True,False,True
0,M,71,50000.0,2018,3,24,2,10,10,discount,True,True,True,True
1,F,48,66000.0,2016,3,29,10,10,5,bogo,True,True,True,True
0,M,50,42000.0,2017,11,21,3,7,7,discount,True,True,True,True
0,F,38,75000.0,2018,1,9,0,0,4,informational,True,True,True,False
0,F,118,70598.23,2017,10,6,5,5,7,bogo,True,True,True,False
1,M,81,56000.0,2017,1,10,3,7,7,discount,True,True,True,True
0,M,76,34000.0,2017,11,18,10,10,5,bogo,True,True,True,True
0,M,47,92000.0,2018,1,23,0,0,4,informational,True,True,True,False
0,F,118,70598.23,2015,8,29,0,0,3,informational,True,True,False,True
1,F,55,101000.0,2015,10,22,10,10,7,bogo,True,True,False,True
0,M,40,49000.0,2017,8,12,5,5,5,bogo,True,True,True,True
0,F,22,67000.0,2017,8,12,10,10,7,bogo,True,True,False,True
1,F,28,59000.0,2017,4,13,5,5,5,bogo,True,True,True,True
0,M,53,53000.0,2013,12,12,0,0,4,informational,True,True,True,False
1,M,68,116000.0,2016,5,10,2,10,10,discount,True,True,True,True
0,F,118,70598.23,2016,11,1,0,0,4,informational,True,True,True,False
1,M,40,34000.0,2015,3,4,3,7,7,discount,True,True,True,True
1,M,37,36000.0,2017,7,14,2,10,10,discount,True,True,True,True
1,F,56,91000.0,2016,11,4,3,7,7,discount,True,True,True,True
1,F,77,105000.0,2017,8,19,2,10,7,discount,True,True,True,False
1,M,62,51000.0,2016,8,7,5,5,7,bogo,True,True,True,False
1,F,61,105000.0,2018,1,23,10,10,5,bogo,True,True,True,True
1,F,73,70000.0,2015,4,24,5,5,5,bogo,True,True,True,True
1,M,81,120000.0,2016,8,25,5,5,7,bogo,True,True,True,False
1,M,47,46000.0,2017,9,28,2,10,7,discount,True,True,True,False
1,F,81,33000.0,2015,8,10,5,5,5,bogo,True,True,True,True
1,F,39,80000.0,2017,11,25,5,5,5,bogo,True,True,True,True
1,M,65,65000.0,2015,12,2,2,10,7,discount,True,True,True,False
1,F,56,52000.0,2016,6,21,2,10,7,discount,True,True,True,False
0,M,52,42000.0,2018,7,4,3,7,7,discount,True,True,True,True
1,M,55,71000.0,2017,12,30,2,10,7,discount,True,True,True,False
0,M,65,34000.0,2017,12,15,0,0,3,informational,True,True,False,True
0,M,38,36000.0,2017,2,25,0,0,4,informational,True,True,True,False
0,F,76,65000.0,2018,5,2,5,5,5,bogo,True,True,True,True
0,F,46,41000.0,2017,12,15,0,0,4,informational,True,True,True,False
0,M,77,37000.0,2016,11,8,0,0,4,informational,True,True,True,False
1,F,49,53000.0,2016,8,4,5,5,5,bogo,True,True,True,True
0,M,67,51000.0,2017,8,17,2,10,10,discount,True,True,True,True
0,M,64,57000.0,2017,8,31,0,0,3,informational,True,True,False,True
1,M,54,71000.0,2017,6,7,5,5,5,bogo,True,True,True,True
1,F,65,81000.0,2018,3,23,2,10,10,discount,True,True,True,True
1,F,36,39000.0,2016,6,15,2,10,10,discount,True,True,True,True
1,M,67,88000.0,2017,2,20,3,7,7,discount,True,True,True,True
0,F,19,60000.0,2016,2,4,5,5,7,bogo,True,True,True,False
1,F,22,44000.0,2017,4,17,5,5,7,bogo,True,True,True,False
1,M,89,88000.0,2018,3,8,2,10,10,discount,True,True,True,True
1,M,23,43000.0,2018,2,13,5,5,5,bogo,True,True,True,True
0,M,39,48000.0,2018,1,13,2,10,10,discount,True,True,True,True
0,F,73,56000.0,2018,4,26,0,0,4,informational,True,True,True,False
0,M,67,41000.0,2018,4,12,0,0,3,informational,True,True,False,True
0,F,118,70598.23,2016,1,14,10,10,7,bogo,True,True,False,True
0,F,35,38000.0,2018,5,27,5,5,5,bogo,True,True,True,True
1,M,41,61000.0,2017,5,10,10,10,7,bogo,True,True,False,True
1,M,96,82000.0,2016,4,12,10,10,7,bogo,True,True,False,True
0,F,118,70598.23,2016,9,23,2,10,7,discount,True,True,True,False
1,F,39,69000.0,2017,4,10,2,10,7,discount,True,True,True,False
0,F,51,56000.0,2017,11,14,0,0,3,informational,True,True,False,True
1,F,55,99000.0,2016,11,22,10,10,5,bogo,True,True,True,True
1,F,33,41000.0,2017,9,20,3,7,7,discount,True,True,True,True
0,M,45,92000.0,2015,6,18,0,0,3,informational,True,True,False,True
1,M,65,62000.0,2017,6,12,5,5,5,bogo,True,True,True,True
1,M,30,56000.0,2017,11,12,2,10,10,discount,True,True,True,True
1,M,43,86000.0,2013,8,7,2,10,7,discount,True,True,True,False
1,F,59,36000.0,2017,9,15,2,10,7,discount,True,True,True,False
0,M,28,72000.0,2017,10,24,2,10,10,discount,True,True,True,True
0,M,51,35000.0,2017,10,5,10,10,7,bogo,True,True,False,True
0,M,56,43000.0,2017,9,16,3,7,7,discount,True,True,True,True
1,F,70,76000.0,2017,11,9,10,10,5,bogo,True,True,True,True
1,F,69,64000.0,2017,12,12,5,5,7,bogo,True,True,True,False
1,F,67,111000.0,2016,9,10,10,10,5,bogo,True,True,True,True
1,F,74,35000.0,2018,5,23,2,10,7,discount,True,True,True,False
0,F,118,70598.23,2017,7,18,10,10,7,bogo,True,True,False,True
1,M,58,32000.0,2016,10,18,3,7,7,discount,True,True,True,True
1,M,49,58000.0,2017,12,24,5,5,5,bogo,True,True,True,True
1,M,59,51000.0,2014,10,27,5,20,10,discount,True,False,True,False
0,F,29,38000.0,2014,1,19,10,10,5,bogo,True,True,True,True
0,M,40,34000.0,2015,3,4,10,10,5,bogo,True,True,True,True
0,F,61,64000.0,2016,10,25,0,0,4,informational,True,True,True,False
0,F,118,70598.23,2017,10,27,10,10,7,bogo,True,True,False,True
0,M,61,43000.0,2018,2,2,0,0,3,informational,True,True,False,True
1,M,53,74000.0,2017,11,5,2,10,10,discount,True,True,True,True
1,M,49,114000.0,2016,9,1,10,10,7,bogo,True,True,False,True
1,M,51,70000.0,2015,8,31,2,10,10,discount,True,True,True,True
1,M,49,73000.0,2017,2,26,2,10,10,discount,True,True,True,True
0,M,74,72000.0,2018,1,14,5,5,5,bogo,True,True,True,True
0,F,66,55000.0,2017,10,2,0,0,4,informational,True,True,True,False
1,M,58,31000.0,2015,12,21,2,10,10,discount,True,True,True,True
1,F,33,40000.0,2017,8,2,10,10,7,bogo,True,True,False,True
1,F,89,67000.0,2017,12,13,5,20,10,discount,True,False,True,False
1,M,60,56000.0,2016,2,4,5,5,5,bogo,True,True,True,True
1,F,54,51000.0,2014,9,29,5,5,5,bogo,True,True,True,True
1,F,43,60000.0,2017,7,4,3,7,7,discount,True,True,True,True
0,F,51,73000.0,2016,2,23,0,0,3,informational,True,True,False,True
0,F,118,70598.23,2015,3,25,2,10,7,discount,True,True,True,False
0,F,29,54000.0,2017,9,1,3,7,7,discount,True,True,True,True
1,M,24,57000.0,2016,10,21,5,5,7,bogo,True,True,True,False
1,F,43,56000.0,2018,1,16,10,10,5,bogo,True,True,True,True
0,M,19,36000.0,2013,10,3,0,0,4,informational,True,True,True,False
1,F,78,73000.0,2017,11,21,10,10,7,bogo,True,True,False,True
0,M,76,56000.0,2015,11,14,0,0,3,informational,True,True,False,True
0,M,81,93000.0,2018,5,3,10,10,5,bogo,True,True,True,True
1,M,64,73000.0,2018,7,1,10,10,7,bogo,True,True,False,True
0,M,47,46000.0,2017,9,28,3,7,7,discount,True,True,True,True
0,F,59,33000.0,2018,5,25,5,5,5,bogo,True,True,True,True
0,F,118,70598.23,2015,11,22,2,10,7,discount,True,True,True,False
0,M,72,49000.0,2017,8,19,0,0,3,informational,True,True,False,True
1,M,23,34000.0,2017,9,24,5,20,10,discount,True,False,True,False
0,F,118,70598.23,2017,2,12,5,5,7,bogo,True,True,True,False
1,M,37,61000.0,2017,9,21,10,10,7,bogo,True,True,False,True
0,F,49,95000.0,2018,6,18,5,5,7,bogo,True,True,True,False
1,F,118,70598.23,2015,9,19,5,5,7,bogo,True,True,True,False
0,M,20,75000.0,2018,4,27,10,10,5,bogo,True,True,True,True
0,M,41,80000.0,2018,4,26,0,0,4,informational,True,True,True,False
0,F,40,56000.0,2017,8,18,0,0,3,informational,True,True,False,True
0,M,51,54000.0,2013,8,11,10,10,7,bogo,True,True,False,True
1,F,53,104000.0,2016,12,9,3,7,7,discount,True,True,True,True
1,M,41,60000.0,2015,8,16,3,7,7,discount,True,True,True,True
0,M,60,66000.0,2017,2,27,0,0,4,informational,True,True,True,False
1,F,67,111000.0,2016,9,10,10,10,7,bogo,True,True,False,True
0,M,64,72000.0,2018,5,31,5,20,10,discount,True,False,True,False
0,M,34,37000.0,2017,4,13,10,10,5,bogo,True,True,True,True
1,F,64,52000.0,2017,12,18,2,10,7,discount,True,True,True,False
1,M,58,63000.0,2014,1,7,5,5,5,bogo,True,True,True,True
1,M,56,70000.0,2018,6,30,3,7,7,discount,True,True,True,True
1,F,118,70598.23,2018,1,26,2,10,10,discount,True,True,True,True
0,F,63,76000.0,2018,3,4,3,7,7,discount,True,True,True,True
1,M,49,81000.0,2018,7,21,10,10,7,bogo,True,True,False,True
1,M,23,48000.0,2017,10,13,10,10,5,bogo,True,True,True,True
0,M,58,73000.0,2018,4,22,10,10,5,bogo,True,True,True,True
1,F,52,66000.0,2016,10,3,10,10,7,bogo,True,True,False,True
1,M,52,94000.0,2015,8,5,10,10,7,bogo,True,True,False,True
0,F,118,70598.23,2018,1,3,5,5,5,bogo,True,True,True,True
1,M,62,89000.0,2016,11,11,2,10,10,discount,True,True,True,True
1,M,49,56000.0,2017,6,18,10,10,5,bogo,True,True,True,True
1,M,52,92000.0,2014,4,15,10,10,5,bogo,True,True,True,True
0,M,67,52000.0,2017,1,3,10,10,5,bogo,True,True,True,True
1,M,62,59000.0,2017,2,9,5,5,5,bogo,True,True,True,True
1,M,32,40000.0,2013,12,8,2,10,10,discount,True,True,True,True
1,M,59,74000.0,2017,4,3,10,10,5,bogo,True,True,True,True
1,F,64,56000.0,2016,4,30,5,5,5,bogo,True,True,True,True
0,M,25,35000.0,2014,11,10,0,0,4,informational,True,True,True,False
0,M,19,31000.0,2017,11,22,0,0,3,informational,True,True,False,True
1,F,65,83000.0,2016,11,9,10,10,7,bogo,True,True,False,True
1,M,43,72000.0,2017,10,7,5,5,5,bogo,True,True,True,True
0,F,118,70598.23,2018,1,2,5,5,7,bogo,True,True,True,False
1,F,43,68000.0,2017,12,8,2,10,7,discount,True,True,True,False
0,M,47,54000.0,2018,2,13,0,0,3,informational,True,True,False,True
1,F,70,100000.0,2017,12,10,10,10,7,bogo,True,True,False,True
0,M,21,68000.0,2018,3,6,5,5,5,bogo,True,True,True,True
0,F,63,57000.0,2018,6,27,10,10,7,bogo,True,True,False,True
1,F,118,70598.23,2016,12,5,2,10,7,discount,True,True,True,False
1,F,56,53000.0,2016,3,28,3,7,7,discount,True,True,True,True
0,M,57,60000.0,2017,10,3,10,10,7,bogo,True,True,False,True
0,F,48,72000.0,2017,10,2,0,0,4,informational,True,True,True,False
1,F,71,93000.0,2016,8,6,2,10,7,discount,True,True,True,False
1,F,76,90000.0,2016,1,31,2,10,7,discount,True,True,True,False
1,F,41,57000.0,2016,5,7,5,20,10,discount,True,False,True,False
0,F,75,52000.0,2015,4,17,0,0,4,informational,True,True,True,False
0,M,61,34000.0,2015,5,28,0,0,3,informational,True,True,False,True
1,F,53,98000.0,2016,5,25,10,10,5,bogo,True,True,True,True
1,M,24,51000.0,2017,12,20,3,7,7,discount,True,True,True,True
1,F,39,65000.0,2016,12,26,5,5,5,bogo,True,True,True,True
0,F,82,103000.0,2017,11,14,3,7,7,discount,True,True,True,True
0,F,71,86000.0,2016,7,14,2,10,10,discount,True,True,True,True
0,F,86,55000.0,2018,7,1,10,10,7,bogo,True,True,False,True
1,F,53,51000.0,2016,8,29,3,7,7,discount,True,True,True,True
1,F,60,32000.0,2018,1,28,2,10,10,discount,True,True,True,True
1,M,43,71000.0,2015,4,11,5,5,5,bogo,True,True,True,True
1,F,39,55000.0,2018,1,16,2,10,7,discount,True,True,True,False
1,F,118,70598.23,2017,8,26,3,7,7,discount,True,True,True,True
1,F,33,37000.0,2017,3,31,5,20,10,discount,True,False,True,False
0,F,69,66000.0,2017,10,22,10,10,7,bogo,True,True,False,True
1,F,118,70598.23,2017,9,2,3,7,7,discount,True,True,True,True
0,F,41,80000.0,2017,12,4,0,0,3,informational,True,True,False,True
1,M,18,38000.0,2014,2,24,2,10,10,discount,True,True,True,True
0,M,25,55000.0,2018,3,29,2,10,10,discount,True,True,True,True
1,M,52,73000.0,2015,11,8,2,10,10,discount,True,True,True,True
1,M,59,87000.0,2018,4,19,10,10,5,bogo,True,True,True,True
1,M,51,89000.0,2018,7,19,5,5,7,bogo,True,True,True,False
0,M,54,42000.0,2018,1,6,3,7,7,discount,True,True,True,True
0,F,118,70598.23,2018,2,11,3,7,7,discount,True,True,True,True
0,F,118,70598.23,2013,10,24,5,5,7,bogo,True,True,True,False
0,F,118,70598.23,2018,1,13,0,0,4,informational,True,True,True,False
1,F,80,116000.0,2017,3,1,3,7,7,discount,True,True,True,True
0,F,58,109000.0,2016,4,24,2,10,7,discount,True,True,True,False
1,O,51,55000.0,2016,7,7,5,5,7,bogo,True,True,True,False
0,F,66,75000.0,2017,5,17,10,10,7,bogo,True,True,False,True
0,M,60,99000.0,2017,8,5,0,0,3,informational,True,True,False,True
0,F,45,30000.0,2017,8,24,2,10,10,discount,True,True,True,True
1,F,50,97000.0,2017,7,24,3,7,7,discount,True,True,True,True
1,F,61,83000.0,2016,5,18,10,10,7,bogo,True,True,False,True
1,M,54,51000.0,2016,7,7,5,5,5,bogo,True,True,True,True
1,M,44,71000.0,2018,5,31,5,5,7,bogo,True,True,True,False
1,M,43,45000.0,2018,2,14,2,10,10,discount,True,True,True,True
0,F,118,70598.23,2017,8,5,5,5,7,bogo,True,True,True,False
1,F,41,87000.0,2017,10,1,2,10,7,discount,True,True,True,False
0,F,118,70598.23,2018,6,14,2,10,7,discount,True,True,True,False
1,M,46,65000.0,2017,9,15,5,5,5,bogo,True,True,True,True
0,M,58,85000.0,2018,2,6,5,20,10,discount,True,False,True,False
0,M,54,45000.0,2014,1,7,0,0,3,informational,True,True,False,True
0,F,118,70598.23,2016,3,22,0,0,4,informational,True,True,True,False
0,F,118,70598.23,2015,11,21,3,7,7,discount,True,True,True,True
1,M,85,117000.0,2017,2,16,5,5,7,bogo,True,True,True,False
0,F,118,70598.23,2016,5,28,10,10,5,bogo,True,True,True,True
1,F,118,70598.23,2015,8,15,5,20,10,discount,True,False,True,False
1,F,62,97000.0,2017,8,28,10,10,7,bogo,True,True,False,True
1,F,58,44000.0,2016,1,15,10,10,7,bogo,True,True,False,True
0,M,50,56000.0,2017,11,26,0,0,3,informational,True,True,False,True
0,M,22,45000.0,2017,9,4,10,10,5,bogo,True,True,True,True
0,F,71,63000.0,2018,7,22,0,0,3,informational,True,True,False,True
0,F,118,70598.23,2015,9,26,5,5,7,bogo,True,True,True,False
0,F,58,83000.0,2017,1,7,5,5,5,bogo,True,True,True,True
1,F,34,62000.0,2017,12,5,3,7,7,discount,True,True,True,True
0,F,71,97000.0,2018,3,10,0,0,3,informational,True,True,False,True
0,M,33,44000.0,2018,5,1,5,5,5,bogo,True,True,True,True
1,M,66,61000.0,2018,2,11,2,10,7,discount,True,True,True,False
0,F,118,70598.23,2015,10,9,5,5,5,bogo,True,True,True,True
0,F,118,70598.23,2018,4,27,5,5,5,bogo,True,True,True,True
0,F,53,82000.0,2015,8,4,0,0,3,informational,True,True,False,True
0,F,118,70598.23,2017,10,5,5,5,5,bogo,True,True,True,True
0,F,61,78000.0,2018,5,27,2,10,10,discount,True,True,True,True
1,F,78,83000.0,2017,4,18,10,10,7,bogo,True,True,False,True
1,M,78,74000.0,2017,5,1,10,10,5,bogo,True,True,True,True
0,F,46,81000.0,2017,7,28,2,10,10,discount,True,True,True,True
1,M,26,63000.0,2015,8,9,10,10,7,bogo,True,True,False,True
0,M,77,70000.0,2017,9,22,2,10,10,discount,True,True,True,True
1,F,74,92000.0,2016,3,27,2,10,10,discount,True,True,True,True
0,M,36,34000.0,2017,6,17,0,0,3,informational,True,True,False,True
0,M,60,57000.0,2016,9,19,0,0,4,informational,True,True,True,False
1,M,69,56000.0,2015,3,7,5,5,5,bogo,True,True,True,True
1,M,51,48000.0,2017,2,28,3,7,7,discount,True,True,True,True
0,F,118,70598.23,2015,11,30,5,5,7,bogo,True,True,True,False
1,F,56,55000.0,2016,7,1,10,10,5,bogo,True,True,True,True
0,F,54,95000.0,2017,3,17,0,0,3,informational,True,True,False,True
0,F,24,60000.0,2017,12,17,0,0,3,informational,True,True,False,True
1,F,76,62000.0,2016,12,9,5,5,7,bogo,True,True,True,False
0,M,38,75000.0,2018,6,13,5,20,10,discount,True,False,True,False
1,M,60,85000.0,2016,8,25,5,5,5,bogo,True,True,True,True
0,F,66,75000.0,2018,1,24,0,0,3,informational,True,True,False,True
0,M,27,50000.0,2013,10,10,0,0,3,informational,True,True,False,True
1,F,52,75000.0,2017,12,3,3,7,7,discount,True,True,True,True
0,M,65,58000.0,2016,2,11,0,0,3,informational,True,True,False,True
1,F,47,59000.0,2016,12,10,3,7,7,discount,True,True,True,True
0,M,62,69000.0,2017,7,15,0,0,3,informational,True,True,False,True
0,F,118,70598.23,2018,2,10,10,10,5,bogo,True,True,True,True
0,F,28,75000.0,2017,8,24,0,0,4,informational,True,True,True,False
1,M,42,85000.0,2014,10,17,2,10,7,discount,True,True,True,False
1,M,50,56000.0,2017,10,4,10,10,5,bogo,True,True,True,True
1,F,66,74000.0,2017,6,18,5,5,7,bogo,True,True,True,False
0,M,24,53000.0,2018,2,7,3,7,7,discount,True,True,True,True
1,M,95,52000.0,2018,2,22,5,5,7,bogo,True,True,True,False
1,F,60,58000.0,2017,8,3,2,10,10,discount,True,True,True,True
0,F,118,70598.23,2018,4,1,3,7,7,discount,True,True,True,True
1,F,42,56000.0,2016,2,2,10,10,5,bogo,True,True,True,True
1,M,22,33000.0,2016,2,11,10,10,7,bogo,True,True,False,True
0,M,21,68000.0,2018,3,6,10,10,7,bogo,True,True,False,True
1,F,74,111000.0,2017,12,1,5,5,5,bogo,True,True,True,True
1,M,58,76000.0,2017,7,7,5,5,7,bogo,True,True,True,False
1,F,52,68000.0,2016,8,28,5,5,5,bogo,True,True,True,True
0,M,59,46000.0,2018,6,10,5,5,5,bogo,True,True,True,True
1,M,22,32000.0,2015,12,24,5,5,5,bogo,True,True,True,True
0,M,63,52000.0,2017,11,11,0,0,3,informational,True,True,False,True
0,M,25,34000.0,2018,4,21,3,7,7,discount,True,True,True,True
1,F,40,72000.0,2015,11,22,10,10,5,bogo,True,True,True,True
0,M,32,35000.0,2017,9,6,3,7,7,discount,True,True,True,True
1,M,65,77000.0,2016,8,28,5,5,5,bogo,True,True,True,True
0,M,63,77000.0,2016,11,11,0,0,4,informational,True,True,True,False
1,M,71,84000.0,2017,10,21,10,10,5,bogo,True,True,True,True
0,M,51,68000.0,2018,4,6,10,10,7,bogo,True,True,False,True
0,M,72,67000.0,2014,12,30,0,0,4,informational,True,True,True,False
0,M,64,32000.0,2016,3,19,0,0,3,informational,True,True,False,True
0,M,69,56000.0,2015,3,7,0,0,3,informational,True,True,False,True
0,M,47,50000.0,2018,6,28,2,10,7,discount,True,True,True,False
0,M,21,35000.0,2018,5,2,0,0,4,informational,True,True,True,False
0,F,56,77000.0,2018,1,30,10,10,7,bogo,True,True,False,True
0,F,84,73000.0,2016,8,28,0,0,4,informational,True,True,True,False
1,F,73,113000.0,2018,7,24,2,10,7,discount,True,True,True,False
0,M,40,48000.0,2017,11,26,10,10,5,bogo,True,True,True,True
0,M,30,31000.0,2017,7,29,5,5,5,bogo,True,True,True,True
1,F,118,70598.23,2016,7,30,5,5,5,bogo,True,True,True,True
1,M,66,79000.0,2016,4,12,3,7,7,discount,True,True,True,True
0,F,118,70598.23,2017,1,20,0,0,3,informational,True,True,False,True
0,F,50,56000.0,2017,10,28,2,10,7,discount,True,True,True,False
1,F,37,83000.0,2017,6,21,5,5,5,bogo,True,True,True,True
1,F,64,71000.0,2017,6,13,5,20,10,discount,True,False,True,False
1,M,57,52000.0,2015,10,23,3,7,7,discount,True,True,True,True
1,M,74,87000.0,2017,7,25,5,5,7,bogo,True,True,True,False
0,M,47,90000.0,2018,5,7,0,0,3,informational,True,True,False,True
1,F,65,82000.0,2016,12,30,5,20,10,discount,True,False,True,False
0,F,118,70598.23,2017,9,6,0,0,4,informational,True,True,True,False
0,M,42,64000.0,2018,5,15,2,10,10,discount,True,True,True,True
0,F,118,70598.23,2017,4,16,0,0,4,informational,True,True,True,False
0,M,80,31000.0,2017,12,20,2,10,10,discount,True,True,True,True
0,M,43,60000.0,2018,6,9,2,10,10,discount,True,True,True,True
1,F,62,111000.0,2015,11,3,5,5,5,bogo,True,True,True,True
0,O,40,57000.0,2017,5,19,10,10,5,bogo,True,True,True,True
1,M,83,66000.0,2016,6,8,10,10,5,bogo,True,True,True,True
0,F,118,70598.23,2018,1,20,3,7,7,discount,True,True,True,True
0,M,41,49000.0,2016,1,21,5,5,7,bogo,True,True,True,False
0,F,81,53000.0,2015,10,2,10,10,7,bogo,True,True,False,True
0,M,51,70000.0,2017,12,14,0,0,3,informational,True,True,False,True
1,M,31,57000.0,2018,6,27,5,5,5,bogo,True,True,True,True
0,M,26,43000.0,2018,7,14,10,10,7,bogo,True,True,False,True
1,F,74,79000.0,2015,12,11,2,10,7,discount,True,True,True,False
1,M,72,119000.0,2017,9,2,10,10,7,bogo,True,True,False,True
1,M,35,33000.0,2016,5,11,2,10,10,discount,True,True,True,True
1,F,54,50000.0,2016,8,5,3,7,7,discount,True,True,True,True
0,M,43,45000.0,2016,11,14,0,0,3,informational,True,True,False,True
1,F,54,102000.0,2017,7,20,2,10,10,discount,True,True,True,True
0,F,32,70000.0,2018,4,22,2,10,10,discount,True,True,True,True
1,M,50,86000.0,2017,8,30,5,5,7,bogo,True,True,True,False
1,F,118,70598.23,2017,7,2,2,10,10,discount,True,True,True,True
0,F,67,110000.0,2017,3,27,5,5,5,bogo,True,True,True,True
1,M,33,56000.0,2016,12,15,2,10,10,discount,True,True,True,True
0,M,21,35000.0,2018,5,2,2,10,10,discount,True,True,True,True
0,M,24,39000.0,2017,9,30,0,0,4,informational,True,True,True,False
1,F,74,82000.0,2016,9,9,2,10,7,discount,True,True,True,False
0,M,44,67000.0,2017,9,25,10,10,7,bogo,True,True,False,True
1,F,57,56000.0,2016,5,27,5,5,5,bogo,True,True,True,True
0,M,70,107000.0,2017,10,1,3,7,7,discount,True,True,True,True
1,M,30,51000.0,2018,7,20,3,7,7,discount,True,True,True,True
0,F,85,75000.0,2015,11,17,0,0,3,informational,True,True,False,True
1,M,42,84000.0,2016,6,29,10,10,5,bogo,True,True,True,True
0,M,51,104000.0,2017,3,13,0,0,3,informational,True,True,False,True
0,F,118,70598.23,2017,12,10,3,7,7,discount,True,True,True,True
0,F,118,70598.23,2017,11,9,2,10,10,discount,True,True,True,True
0,M,73,52000.0,2018,5,28,5,5,5,bogo,True,True,True,True
1,M,60,100000.0,2017,12,9,3,7,7,discount,True,True,True,True
0,F,78,37000.0,2018,2,22,10,10,7,bogo,True,True,False,True
0,M,67,56000.0,2017,9,26,5,5,7,bogo,True,True,True,False
0,F,118,70598.23,2018,2,4,5,5,7,bogo,True,True,True,False
1,M,57,52000.0,2017,9,26,2,10,10,discount,True,True,True,True
1,F,39,55000.0,2018,1,16,5,5,7,bogo,True,True,True,False
1,M,45,90000.0,2016,1,6,10,10,7,bogo,True,True,False,True
0,M,28,37000.0,2016,1,19,0,0,3,informational,True,True,False,True
0,F,118,70598.23,2017,12,18,0,0,3,informational,True,True,False,True
1,F,67,60000.0,2016,4,24,3,7,7,discount,True,True,True,True
1,M,67,88000.0,2016,11,6,2,10,7,discount,True,True,True,False
0,M,60,74000.0,2016,10,31,0,0,3,informational,True,True,False,True
0,M,30,53000.0,2018,6,21,10,10,7,bogo,True,True,False,True
0,F,77,109000.0,2017,9,25,0,0,3,informational,True,True,False,True
0,F,118,70598.23,2018,5,6,10,10,5,bogo,True,True,True,True
0,M,53,91000.0,2018,3,25,0,0,3,informational,True,True,False,True
1,F,53,102000.0,2017,8,23,2,10,10,discount,True,True,True,True
1,M,51,54000.0,2017,9,29,2,10,7,discount,True,True,True,False
1,F,48,66000.0,2017,9,18,2,10,10,discount,True,True,True,True
0,M,56,88000.0,2016,7,7,0,0,3,informational,True,True,False,True
1,M,39,48000.0,2014,4,5,5,5,5,bogo,True,True,True,True
1,F,61,56000.0,2016,10,18,2,10,10,discount,True,True,True,True
0,M,75,79000.0,2018,1,19,0,0,4,informational,True,True,True,False
1,F,88,92000.0,2017,9,11,5,5,5,bogo,True,True,True,True
1,F,50,57000.0,2017,8,21,3,7,7,discount,True,True,True,True
0,F,50,60000.0,2017,11,13,0,0,3,informational,True,True,False,True
1,F,58,53000.0,2016,1,26,10,10,7,bogo,True,True,False,True
1,F,66,33000.0,2017,11,24,2,10,10,discount,True,True,True,True
0,M,61,53000.0,2016,7,28,10,10,7,bogo,True,True,False,True
0,M,77,49000.0,2018,6,29,0,0,4,informational,True,True,True,False
0,F,118,70598.23,2016,2,14,0,0,4,informational,True,True,True,False
0,M,59,63000.0,2017,8,12,5,5,5,bogo,True,True,True,True
1,M,41,89000.0,2017,10,25,10,10,7,bogo,True,True,False,True
0,F,66,85000.0,2015,9,6,10,10,5,bogo,True,True,True,True
0,F,118,70598.23,2016,4,8,10,10,7,bogo,True,True,False,True
0,M,43,68000.0,2017,8,12,3,7,7,discount,True,True,True,True
1,M,50,67000.0,2017,10,28,10,10,7,bogo,True,True,False,True
0,M,76,54000.0,2018,5,15,0,0,4,informational,True,True,True,False
0,M,62,47000.0,2017,10,3,5,20,10,discount,True,False,True,False
1,F,118,70598.23,2016,3,8,3,7,7,discount,True,True,True,True
1,F,32,65000.0,2015,11,14,10,10,5,bogo,True,True,True,True
0,F,57,97000.0,2017,8,14,3,7,7,discount,True,True,True,True
1,F,46,58000.0,2016,6,19,2,10,7,discount,True,True,True,False
0,M,69,38000.0,2015,9,20,10,10,7,bogo,True,True,False,True
0,M,84,69000.0,2018,6,26,0,0,3,informational,True,True,False,True
0,F,118,70598.23,2016,6,12,5,5,5,bogo,True,True,True,True
0,M,72,54000.0,2018,6,14,0,0,4,informational,True,True,True,False
0,F,63,35000.0,2017,9,25,2,10,10,discount,True,True,True,True
0,F,118,70598.23,2016,3,1,0,0,3,informational,True,True,False,True
0,M,55,56000.0,2018,3,25,5,5,7,bogo,True,True,True,False
0,F,118,70598.23,2017,4,22,10,10,7,bogo,True,True,False,True
0,F,118,70598.23,2017,12,30,5,20,10,discount,True,False,True,False
