,gender,age,income,became_member_on_year,became_member_on_month,became_member_on_day,is_offer_completed,reward,difficulty,duration,offer_type,email,mobile,web,social
11035,F,72,91000.0,2017,2,1,1,5,5,5,bogo,True,True,True,True
11036,F,72,91000.0,2017,2,1,1,2,10,10,discount,True,True,True,True
11037,M,52,68000.0,2017,5,6,1,5,20,10,discount,True,False,True,False
11038,M,52,68000.0,2017,5,6,1,2,10,7,discount,True,True,True,False
11039,M,52,68000.0,2017,5,6,1,10,10,5,bogo,True,True,True,True
11040,M,52,68000.0,2017,5,6,1,5,5,7,bogo,True,True,True,False
11041,M,52,68000.0,2017,5,6,1,5,5,5,bogo,True,True,True,True
11042,M,69,54000.0,2017,5,16,0,10,10,5,bogo,True,True,True,True
11043,M,69,54000.0,2017,5,16,0,0,0,3,informational,True,True,False,True
11044,M,69,54000.0,2017,5,16,0,10,10,7,bogo,True,True,False,True
11045,F,118,70598.22601839685,2015,8,1,0,10,10,5,bogo,True,True,True,True
11046,F,118,70598.22601839685,2015,8,1,1,5,5,5,bogo,True,True,True,True
11047,F,118,70598.22601839685,2015,8,1,1,2,10,10,discount,True,True,True,True
11048,M,48,87000.0,2015,6,1,1,2,10,7,discount,True,True,True,False
11049,M,48,87000.0,2015,6,1,1,5,5,5,bogo,True,True,True,True
11050,M,48,87000.0,2015,6,1,1,2,10,10,discount,True,True,True,True
11051,M,66,72000.0,2017,9,20,0,0,0,4,informational,True,True,True,False
11052,M,66,72000.0,2017,9,20,0,0,0,3,informational,True,True,False,True
11053,M,66,72000.0,2017,9,20,1,5,5,7,bogo,True,True,True,False
11054,M,66,72000.0,2017,9,20,1,5,5,5,bogo,True,True,True,True
11055,M,66,72000.0,2017,9,20,0,2,10,10,discount,True,True,True,True
11056,M,62,54000.0,2015,12,11,1,5,20,10,discount,True,False,True,False
11057,M,62,54000.0,2015,12,11,1,3,7,7,discount,True,True,True,True
11058,M,62,54000.0,2015,12,11,0,0,0,3,informational,True,True,False,True
11059,M,30,55000.0,2018,1,30,1,3,7,7,discount,True,True,True,True
11060,M,30,55000.0,2018,1,30,0,10,10,5,bogo,True,True,True,True
11061,M,30,55000.0,2018,1,30,1,2,10,10,discount,True,True,True,True
11062,F,47,93000.0,2018,4,1,1,5,5,7,bogo,True,True,True,False
11063,F,47,93000.0,2018,4,1,1,10,10,7,bogo,True,True,False,True
11064,F,47,93000.0,2018,4,1,1,2,10,10,discount,True,True,True,True
11065,M,64,88000.0,2018,2,3,1,3,7,7,discount,True,True,True,True
11066,M,64,88000.0,2018,2,3,0,10,10,5,bogo,True,True,True,True
11067,M,64,88000.0,2018,2,3,1,10,10,7,bogo,True,True,False,True
11068,M,64,88000.0,2018,2,3,1,5,5,5,bogo,True,True,True,True
11069,M,64,88000.0,2018,2,3,1,2,10,10,discount,True,True,True,True
11070,M,84,98000.0,2014,5,4,1,3,7,7,discount,True,True,True,True
11071,M,84,98000.0,2014,5,4,0,0,0,4,informational,True,True,True,False
11072,M,39,71000.0,2017,4,27,1,5,20,10,discount,True,False,True,False
11073,M,39,71000.0,2017,4,27,0,0,0,4,informational,True,True,True,False
11074,M,39,71000.0,2017,4,27,0,0,0,3,informational,True,True,False,True
11075,M,39,71000.0,2017,4,27,1,5,5,5,bogo,True,True,True,True
11076,M,39,71000.0,2017,4,27,1,2,10,10,discount,True,True,True,True
11077,M,58,36000.0,2018,5,7,0,10,10,5,bogo,True,True,True,True
11078,M,58,36000.0,2018,5,7,0,2,10,10,discount,True,True,True,True
11079,F,118,70598.22601839685,2017,9,8,0,10,10,5,bogo,True,True,True,True
11080,F,118,70598.22601839685,2017,9,8,0,0,0,3,informational,True,True,False,True
11081,F,118,70598.22601839685,2017,9,8,0,5,5,5,bogo,True,True,True,True
11082,F,118,70598.22601839685,2017,9,8,0,2,10,10,discount,True,True,True,True
11083,F,118,70598.22601839685,2016,4,20,1,2,10,7,discount,True,True,True,False
11084,F,38,38000.0,2017,11,21,0,0,0,3,informational,True,True,False,True
11085,F,38,38000.0,2017,11,21,1,5,5,7,bogo,True,True,True,False
11086,F,38,38000.0,2017,11,21,1,5,5,5,bogo,True,True,True,True
11087,M,23,74000.0,2017,11,6,0,10,10,7,bogo,True,True,False,True
11088,M,23,74000.0,2017,11,6,1,2,10,10,discount,True,True,True,True
11089,F,41,64000.0,2017,9,28,1,3,7,7,discount,True,True,True,True
11090,F,41,64000.0,2017,9,28,0,0,0,4,informational,True,True,True,False
11091,F,41,64000.0,2017,9,28,0,10,10,5,bogo,True,True,True,True
11092,F,41,64000.0,2017,9,28,1,2,10,10,discount,True,True,True,True
11093,M,65,53000.0,2014,4,6,0,5,20,10,discount,True,False,True,False
11094,M,65,53000.0,2014,4,6,0,10,10,5,bogo,True,True,True,True
11095,F,74,45000.0,2016,12,31,1,3,7,7,discount,True,True,True,True
11096,F,74,45000.0,2016,12,31,0,0,0,4,informational,True,True,True,False
11097,F,74,45000.0,2016,12,31,1,10,10,7,bogo,True,True,False,True
11098,M,69,72000.0,2017,5,13,1,3,7,7,discount,True,True,True,True
11099,M,69,72000.0,2017,5,13,1,2,10,7,discount,True,True,True,False
11100,M,69,72000.0,2017,5,13,0,0,0,4,informational,True,True,True,False
11101,M,69,72000.0,2017,5,13,1,5,5,5,bogo,True,True,True,True
11102,F,118,70598.22601839685,2016,1,14,0,3,7,7,discount,True,True,True,True
11103,F,118,70598.22601839685,2016,1,14,0,2,10,7,discount,True,True,True,False
11104,F,118,70598.22601839685,2016,1,14,0,5,5,7,bogo,True,True,True,False
11105,F,118,70598.22601839685,2016,1,14,0,10,10,7,bogo,True,True,False,True
11106,F,56,54000.0,2017,5,20,1,10,10,5,bogo,True,True,True,True
11107,F,56,54000.0,2017,5,20,1,10,10,7,bogo,True,True,False,True
11108,F,118,70598.22601839685,2016,7,19,0,5,20,10,discount,True,False,True,False
11109,F,118,70598.22601839685,2016,7,19,0,2,10,7,discount,True,True,True,False
11110,F,118,70598.22601839685,2016,7,19,0,0,0,3,informational,True,True,False,True
11111,F,42,60000.0,2017,11,29,0,0,0,4,informational,True,True,True,False
11112,F,42,60000.0,2017,11,29,0,0,0,3,informational,True,True,False,True
11113,F,42,60000.0,2017,11,29,1,5,5,7,bogo,True,True,True,False
11114,F,42,60000.0,2017,11,29,1,10,10,7,bogo,True,True,False,True
11115,F,118,70598.22601839685,2018,1,24,0,10,10,5,bogo,True,True,True,True
11116,F,118,70598.22601839685,2018,1,24,0,5,5,7,bogo,True,True,True,False
11117,F,52,79000.0,2017,5,12,1,3,7,7,discount,True,True,True,True
11118,F,52,79000.0,2017,5,12,0,0,0,3,informational,True,True,False,True
11119,F,67,63000.0,2016,3,20,1,3,7,7,discount,True,True,True,True
11120,F,67,63000.0,2016,3,20,0,0,0,4,informational,True,True,True,False
11121,F,67,63000.0,2016,3,20,1,10,10,5,bogo,True,True,True,True
11122,F,67,63000.0,2016,3,20,0,0,0,3,informational,True,True,False,True
11123,F,67,63000.0,2016,3,20,1,5,5,7,bogo,True,True,True,False
11124,F,64,84000.0,2015,9,3,1,5,20,10,discount,True,False,True,False
11125,F,64,84000.0,2015,9,3,1,3,7,7,discount,True,True,True,True
11126,F,64,84000.0,2015,9,3,1,10,10,7,bogo,True,True,False,True
11127,F,64,84000.0,2015,9,3,1,5,5,5,bogo,True,True,True,True
11128,F,67,102000.0,2017,10,28,1,10,10,5,bogo,True,True,True,True
11129,F,67,102000.0,2017,10,28,1,5,5,5,bogo,True,True,True,True
11130,F,67,102000.0,2017,10,28,1,2,10,10,discount,True,True,True,True
11131,M,55,52000.0,2017,10,14,1,5,5,7,bogo,True,True,True,False
11132,M,55,52000.0,2017,10,14,1,10,10,7,bogo,True,True,False,True
11133,M,55,52000.0,2017,10,14,0,5,5,5,bogo,True,True,True,True
11134,M,55,52000.0,2017,10,14,1,2,10,10,discount,True,True,True,True
11135,M,54,59000.0,2018,4,20,0,3,7,7,discount,True,True,True,True
11136,M,54,59000.0,2018,4,20,0,0,0,3,informational,True,True,False,True
11137,M,46,39000.0,2015,2,24,0,3,7,7,discount,True,True,True,True
11138,M,46,39000.0,2015,2,24,0,0,0,4,informational,True,True,True,False
11139,M,46,39000.0,2015,2,24,0,5,5,7,bogo,True,True,True,False
11140,M,46,39000.0,2015,2,24,0,5,5,5,bogo,True,True,True,True
11141,F,83,43000.0,2017,9,4,0,0,0,4,informational,True,True,True,False
11142,F,83,43000.0,2017,9,4,0,0,0,3,informational,True,True,False,True
11143,F,83,43000.0,2017,9,4,1,10,10,7,bogo,True,True,False,True
11144,F,28,59000.0,2017,4,13,1,5,5,5,bogo,True,True,True,True
11145,M,51,81000.0,2017,8,7,0,3,7,7,discount,True,True,True,True
11146,M,51,81000.0,2017,8,7,0,0,0,4,informational,True,True,True,False
11147,M,51,81000.0,2017,8,7,0,0,0,3,informational,True,True,False,True
11148,M,51,81000.0,2017,8,7,1,5,5,7,bogo,True,True,True,False
11149,M,51,81000.0,2017,8,7,1,5,5,5,bogo,True,True,True,True
11150,F,43,87000.0,2017,4,14,1,3,7,7,discount,True,True,True,True
11151,F,43,87000.0,2017,4,14,1,2,10,7,discount,True,True,True,False
11152,F,43,87000.0,2017,4,14,1,10,10,5,bogo,True,True,True,True
11153,F,43,87000.0,2017,4,14,1,5,5,7,bogo,True,True,True,False
11154,F,43,87000.0,2017,4,14,1,10,10,7,bogo,True,True,False,True
11155,F,43,87000.0,2017,4,14,1,2,10,10,discount,True,True,True,True
11156,F,118,70598.22601839685,2018,1,13,0,5,20,10,discount,True,False,True,False
11157,M,32,71000.0,2017,8,19,0,2,10,7,discount,True,True,True,False
11158,M,32,71000.0,2017,8,19,0,10,10,7,bogo,True,True,False,True
11159,M,32,71000.0,2017,8,19,0,2,10,10,discount,True,True,True,True
11160,F,118,70598.22601839685,2016,8,26,0,10,10,5,bogo,True,True,True,True
11161,F,118,70598.22601839685,2016,8,26,0,5,5,5,bogo,True,True,True,True
11162,F,59,70000.0,2017,11,8,0,3,7,7,discount,True,True,True,True
11163,F,59,70000.0,2017,11,8,1,2,10,7,discount,True,True,True,False
11164,F,59,70000.0,2017,11,8,0,0,0,4,informational,True,True,True,False
11165,F,59,70000.0,2017,11,8,0,10,10,5,bogo,True,True,True,True
11166,F,59,70000.0,2017,11,8,0,0,0,3,informational,True,True,False,True
11167,F,118,70598.22601839685,2017,9,28,0,0,0,3,informational,True,True,False,True
11168,F,118,70598.22601839685,2015,10,17,0,5,20,10,discount,True,False,True,False
11169,F,118,70598.22601839685,2015,10,17,1,3,7,7,discount,True,True,True,True
11170,F,118,70598.22601839685,2015,10,17,0,0,0,4,informational,True,True,True,False
11171,F,118,70598.22601839685,2015,10,17,0,10,10,5,bogo,True,True,True,True
11172,F,118,70598.22601839685,2015,10,17,0,0,0,3,informational,True,True,False,True
11173,M,46,63000.0,2018,1,21,1,5,20,10,discount,True,False,True,False
11174,M,46,63000.0,2018,1,21,1,2,10,7,discount,True,True,True,False
11175,M,46,63000.0,2018,1,21,1,10,10,7,bogo,True,True,False,True
11176,M,46,63000.0,2018,1,21,1,5,5,5,bogo,True,True,True,True
11177,F,118,70598.22601839685,2016,3,30,0,5,5,7,bogo,True,True,True,False
11178,F,118,70598.22601839685,2016,3,30,0,10,10,7,bogo,True,True,False,True
11179,M,40,59000.0,2018,1,10,1,10,10,5,bogo,True,True,True,True
11180,M,40,59000.0,2018,1,10,1,5,5,7,bogo,True,True,True,False
11181,M,40,59000.0,2018,1,10,1,10,10,7,bogo,True,True,False,True
11182,M,40,59000.0,2018,1,10,1,5,5,5,bogo,True,True,True,True
11183,M,63,54000.0,2018,3,21,1,10,10,5,bogo,True,True,True,True
11184,M,63,54000.0,2018,3,21,0,0,0,3,informational,True,True,False,True
11185,M,63,54000.0,2018,3,21,1,5,5,7,bogo,True,True,True,False
11186,M,59,38000.0,2016,1,24,0,2,10,7,discount,True,True,True,False
11187,M,59,38000.0,2016,1,24,0,10,10,5,bogo,True,True,True,True
11188,M,59,38000.0,2016,1,24,1,5,5,5,bogo,True,True,True,True
11189,F,39,32000.0,2016,11,16,1,10,10,7,bogo,True,True,False,True
11190,F,39,32000.0,2016,11,16,1,5,5,5,bogo,True,True,True,True
11191,M,57,76000.0,2016,4,4,0,0,0,3,informational,True,True,False,True
11192,M,48,59000.0,2017,8,3,0,0,0,4,informational,True,True,True,False
11193,M,48,59000.0,2017,8,3,0,10,10,5,bogo,True,True,True,True
11194,M,48,59000.0,2017,8,3,1,2,10,10,discount,True,True,True,True
11195,M,18,67000.0,2017,10,10,0,10,10,5,bogo,True,True,True,True
11196,M,18,67000.0,2017,10,10,1,5,5,7,bogo,True,True,True,False
11197,M,18,67000.0,2017,10,10,0,10,10,7,bogo,True,True,False,True
11198,F,58,93000.0,2014,9,14,1,2,10,7,discount,True,True,True,False
11199,F,58,93000.0,2014,9,14,0,0,0,3,informational,True,True,False,True
11200,F,58,93000.0,2014,9,14,0,5,5,7,bogo,True,True,True,False
11201,M,47,51000.0,2017,10,27,0,0,0,4,informational,True,True,True,False
11202,M,47,51000.0,2017,10,27,1,2,10,10,discount,True,True,True,True
11203,F,59,101000.0,2018,6,1,1,3,7,7,discount,True,True,True,True
11204,F,59,101000.0,2018,6,1,1,10,10,5,bogo,True,True,True,True
11205,F,59,101000.0,2018,6,1,0,0,0,3,informational,True,True,False,True
11206,M,67,77000.0,2016,3,31,1,2,10,7,discount,True,True,True,False
11207,M,67,77000.0,2016,3,31,0,0,0,3,informational,True,True,False,True
11208,M,67,77000.0,2016,3,31,1,5,5,7,bogo,True,True,True,False
11209,F,28,62000.0,2017,1,7,1,3,7,7,discount,True,True,True,True
11210,F,28,62000.0,2017,1,7,1,10,10,5,bogo,True,True,True,True
11211,F,28,62000.0,2017,1,7,1,5,5,5,bogo,True,True,True,True
11212,F,28,62000.0,2017,1,7,1,2,10,10,discount,True,True,True,True
11213,M,52,92000.0,2014,4,15,1,5,20,10,discount,True,False,True,False
11214,M,52,92000.0,2014,4,15,0,3,7,7,discount,True,True,True,True
11215,M,52,92000.0,2014,4,15,0,0,0,4,informational,True,True,True,False
11216,M,52,92000.0,2014,4,15,1,10,10,5,bogo,True,True,True,True
11217,M,43,57000.0,2017,7,27,0,10,10,5,bogo,True,True,True,True
11218,M,43,57000.0,2017,7,27,0,10,10,7,bogo,True,True,False,True
11219,O,53,97000.0,2016,1,23,1,3,7,7,discount,True,True,True,True
11220,O,53,97000.0,2016,1,23,1,5,5,5,bogo,True,True,True,True
11221,M,73,52000.0,2017,8,23,0,5,20,10,discount,True,False,True,False
11222,M,73,52000.0,2017,8,23,0,10,10,5,bogo,True,True,True,True
11223,F,37,57000.0,2016,2,16,1,3,7,7,discount,True,True,True,True
11224,F,37,57000.0,2016,2,16,1,5,5,5,bogo,True,True,True,True
11225,M,37,47000.0,2018,4,5,0,10,10,5,bogo,True,True,True,True
11226,M,50,55000.0,2017,8,19,0,5,20,10,discount,True,False,True,False
11227,M,50,55000.0,2017,8,19,0,3,7,7,discount,True,True,True,True
11228,M,50,55000.0,2017,8,19,0,0,0,4,informational,True,True,True,False
11229,M,50,55000.0,2017,8,19,0,10,10,5,bogo,True,True,True,True
11230,M,48,71000.0,2017,8,27,0,2,10,7,discount,True,True,True,False
11231,M,48,71000.0,2017,8,27,1,2,10,10,discount,True,True,True,True
11232,M,33,44000.0,2018,5,1,0,10,10,5,bogo,True,True,True,True
11233,M,33,44000.0,2018,5,1,0,0,0,3,informational,True,True,False,True
11234,M,33,44000.0,2018,5,1,0,10,10,7,bogo,True,True,False,True
11235,M,33,44000.0,2018,5,1,0,5,5,5,bogo,True,True,True,True
11236,F,118,70598.22601839685,2017,1,28,0,3,7,7,discount,True,True,True,True
11237,F,118,70598.22601839685,2017,1,28,0,2,10,7,discount,True,True,True,False
11238,F,118,70598.22601839685,2017,1,28,0,10,10,5,bogo,True,True,True,True
11239,F,118,70598.22601839685,2017,1,28,0,0,0,3,informational,True,True,False,True
11240,F,118,70598.22601839685,2017,1,28,0,2,10,10,discount,True,True,True,True
11241,M,81,73000.0,2015,7,28,1,2,10,7,discount,True,True,True,False
11242,M,81,73000.0,2015,7,28,1,5,5,5,bogo,True,True,True,True
11243,F,53,114000.0,2017,10,23,1,2,10,7,discount,True,True,True,False
11244,M,52,35000.0,2013,12,23,0,5,5,7,bogo,True,True,True,False
11245,M,52,35000.0,2013,12,23,0,10,10,7,bogo,True,True,False,True
11246,M,52,35000.0,2013,12,23,1,2,10,10,discount,True,True,True,True
11247,F,36,58000.0,2016,1,27,0,0,0,3,informational,True,True,False,True
11248,F,59,75000.0,2016,2,22,1,2,10,10,discount,True,True,True,True
11249,M,62,72000.0,2017,5,20,0,5,5,7,bogo,True,True,True,False
11250,F,118,70598.22601839685,2017,10,2,0,10,10,7,bogo,True,True,False,True
11251,M,71,69000.0,2015,6,2,1,10,10,5,bogo,True,True,True,True
11252,M,71,69000.0,2015,6,2,0,0,0,3,informational,True,True,False,True
11253,M,71,69000.0,2015,6,2,1,5,5,7,bogo,True,True,True,False
11254,F,118,70598.22601839685,2017,11,4,0,0,0,4,informational,True,True,True,False
11255,M,51,106000.0,2017,11,16,0,2,10,7,discount,True,True,True,False
11256,F,73,80000.0,2017,3,3,1,10,10,5,bogo,True,True,True,True
11257,F,73,80000.0,2017,3,3,1,10,10,7,bogo,True,True,False,True
11258,F,65,80000.0,2018,1,12,1,3,7,7,discount,True,True,True,True
11259,F,65,80000.0,2018,1,12,0,0,0,3,informational,True,True,False,True
11260,F,65,80000.0,2018,1,12,1,10,10,7,bogo,True,True,False,True
11261,F,63,108000.0,2017,11,27,0,0,0,3,informational,True,True,False,True
11262,F,63,108000.0,2017,11,27,0,5,5,5,bogo,True,True,True,True
11263,M,42,57000.0,2014,1,2,1,3,7,7,discount,True,True,True,True
11264,M,42,57000.0,2014,1,2,0,0,0,3,informational,True,True,False,True
11265,M,42,57000.0,2014,1,2,1,5,5,7,bogo,True,True,True,False
11266,M,42,57000.0,2014,1,2,0,5,5,5,bogo,True,True,True,True
11267,F,81,77000.0,2016,7,1,1,3,7,7,discount,True,True,True,True
11268,M,53,81000.0,2017,11,26,1,3,7,7,discount,True,True,True,True
11269,M,53,81000.0,2017,11,26,1,5,5,5,bogo,True,True,True,True
11270,M,31,35000.0,2016,5,14,0,0,0,3,informational,True,True,False,True
11271,M,31,35000.0,2016,5,14,1,5,5,5,bogo,True,True,True,True
11272,M,35,70000.0,2018,2,26,1,3,7,7,discount,True,True,True,True
11273,M,35,70000.0,2018,2,26,0,0,0,4,informational,True,True,True,False
11274,M,35,70000.0,2018,2,26,0,10,10,5,bogo,True,True,True,True
11275,M,84,63000.0,2014,2,15,0,10,10,5,bogo,True,True,True,True
11276,M,84,63000.0,2014,2,15,1,2,10,10,discount,True,True,True,True
11277,M,40,56000.0,2017,12,10,0,5,20,10,discount,True,False,True,False
11278,M,40,56000.0,2017,12,10,1,10,10,7,bogo,True,True,False,True
11279,F,62,72000.0,2017,9,24,0,3,7,7,discount,True,True,True,True
11280,M,21,70000.0,2018,2,23,1,10,10,7,bogo,True,True,False,True
11281,F,74,104000.0,2018,1,20,1,3,7,7,discount,True,True,True,True
11282,F,74,104000.0,2018,1,20,1,10,10,5,bogo,True,True,True,True
11283,F,74,104000.0,2018,1,20,1,5,5,5,bogo,True,True,True,True
11284,F,74,104000.0,2018,1,20,1,2,10,10,discount,True,True,True,True
11285,F,64,102000.0,2015,8,22,1,2,10,7,discount,True,True,True,False
11286,F,64,102000.0,2015,8,22,1,10,10,5,bogo,True,True,True,True
11287,F,64,102000.0,2015,8,22,0,5,5,5,bogo,True,True,True,True
11288,F,64,102000.0,2015,8,22,1,2,10,10,discount,True,True,True,True
11289,M,56,47000.0,2018,1,22,0,10,10,5,bogo,True,True,True,True
11290,M,56,47000.0,2018,1,22,0,0,0,3,informational,True,True,False,True
11291,F,67,86000.0,2017,12,30,0,0,0,3,informational,True,True,False,True
11292,F,67,86000.0,2017,12,30,1,5,5,5,bogo,True,True,True,True
11293,M,50,37000.0,2015,11,24,1,2,10,7,discount,True,True,True,False
11294,M,50,37000.0,2015,11,24,0,0,0,4,informational,True,True,True,False
11295,M,50,37000.0,2015,11,24,1,5,5,7,bogo,True,True,True,False
11296,F,85,96000.0,2017,2,26,1,3,7,7,discount,True,True,True,True
11297,F,85,96000.0,2017,2,26,1,5,5,5,bogo,True,True,True,True
11298,M,68,52000.0,2017,12,3,0,5,20,10,discount,True,False,True,False
11299,M,68,52000.0,2017,12,3,1,10,10,5,bogo,True,True,True,True
11300,M,68,52000.0,2017,12,3,0,0,0,3,informational,True,True,False,True
11301,M,68,52000.0,2017,12,3,1,5,5,7,bogo,True,True,True,False
11302,M,68,52000.0,2017,12,3,1,10,10,7,bogo,True,True,False,True
11303,F,24,56000.0,2018,1,12,1,3,7,7,discount,True,True,True,True
11304,F,24,56000.0,2018,1,12,0,0,0,3,informational,True,True,False,True
11305,F,24,56000.0,2018,1,12,1,5,5,5,bogo,True,True,True,True
11306,F,40,61000.0,2016,9,4,1,3,7,7,discount,True,True,True,True
11307,F,40,61000.0,2016,9,4,1,10,10,7,bogo,True,True,False,True
11308,F,40,61000.0,2016,9,4,0,5,5,5,bogo,True,True,True,True
11309,F,26,72000.0,2016,12,7,1,2,10,7,discount,True,True,True,False
11310,F,26,72000.0,2016,12,7,0,0,0,4,informational,True,True,True,False
11311,F,26,72000.0,2016,12,7,1,10,10,5,bogo,True,True,True,True
11312,F,26,72000.0,2016,12,7,0,0,0,3,informational,True,True,False,True
11313,F,45,61000.0,2018,3,17,0,10,10,7,bogo,True,True,False,True
11314,M,59,105000.0,2017,6,6,0,0,0,4,informational,True,True,True,False
11315,M,59,105000.0,2017,6,6,1,10,10,5,bogo,True,True,True,True
11316,M,59,105000.0,2017,6,6,1,5,5,5,bogo,True,True,True,True
11317,F,74,91000.0,2016,1,14,1,3,7,7,discount,True,True,True,True
11318,F,74,91000.0,2016,1,14,1,10,10,7,bogo,True,True,False,True
11319,F,74,91000.0,2016,1,14,1,2,10,10,discount,True,True,True,True
11320,M,51,61000.0,2015,6,24,1,5,5,7,bogo,True,True,True,False
11321,M,51,61000.0,2015,6,24,1,10,10,7,bogo,True,True,False,True
11322,M,51,61000.0,2015,6,24,0,5,5,5,bogo,True,True,True,True
11323,M,51,61000.0,2015,6,24,1,2,10,10,discount,True,True,True,True
11324,M,39,45000.0,2018,7,14,1,5,20,10,discount,True,False,True,False
11325,M,39,45000.0,2018,7,14,0,0,0,4,informational,True,True,True,False
11326,M,39,45000.0,2018,7,14,0,10,10,5,bogo,True,True,True,True
11327,M,39,45000.0,2018,7,14,0,0,0,3,informational,True,True,False,True
11328,M,39,45000.0,2018,7,14,1,10,10,7,bogo,True,True,False,True
11329,F,118,70598.22601839685,2018,6,4,0,10,10,7,bogo,True,True,False,True
11330,F,65,87000.0,2015,9,15,1,3,7,7,discount,True,True,True,True
11331,F,65,87000.0,2015,9,15,1,2,10,7,discount,True,True,True,False
11332,F,65,87000.0,2015,9,15,1,5,5,5,bogo,True,True,True,True
11333,F,65,87000.0,2015,9,15,1,2,10,10,discount,True,True,True,True
11334,M,76,109000.0,2017,10,19,0,5,5,7,bogo,True,True,True,False
11335,M,76,109000.0,2017,10,19,1,10,10,7,bogo,True,True,False,True
11336,F,42,39000.0,2018,2,23,1,3,7,7,discount,True,True,True,True
11337,F,42,39000.0,2018,2,23,0,0,0,3,informational,True,True,False,True
11338,F,60,92000.0,2018,2,13,0,0,0,3,informational,True,True,False,True
11339,M,71,64000.0,2018,4,17,1,10,10,7,bogo,True,True,False,True
11340,M,71,64000.0,2018,4,17,1,5,5,5,bogo,True,True,True,True
11341,F,83,94000.0,2017,12,7,0,0,0,3,informational,True,True,False,True
11342,F,83,94000.0,2017,12,7,1,5,5,7,bogo,True,True,True,False
11343,M,57,65000.0,2013,8,18,1,3,7,7,discount,True,True,True,True
11344,M,57,65000.0,2013,8,18,0,0,0,3,informational,True,True,False,True
11345,M,57,65000.0,2013,8,18,1,5,5,5,bogo,True,True,True,True
11346,M,57,65000.0,2013,8,18,1,2,10,10,discount,True,True,True,True
11347,F,47,33000.0,2017,12,21,1,3,7,7,discount,True,True,True,True
11348,F,47,33000.0,2017,12,21,0,2,10,7,discount,True,True,True,False
11349,F,47,33000.0,2017,12,21,1,5,5,5,bogo,True,True,True,True
11350,F,47,33000.0,2017,12,21,0,2,10,10,discount,True,True,True,True
11351,F,55,103000.0,2017,10,14,1,2,10,7,discount,True,True,True,False
11352,F,55,103000.0,2017,10,14,1,10,10,5,bogo,True,True,True,True
11353,F,55,103000.0,2017,10,14,1,5,5,5,bogo,True,True,True,True
11354,M,20,44000.0,2018,3,15,0,10,10,5,bogo,True,True,True,True
11355,M,20,44000.0,2018,3,15,0,10,10,7,bogo,True,True,False,True
11356,F,23,61000.0,2016,12,2,1,10,10,5,bogo,True,True,True,True
11357,F,23,61000.0,2016,12,2,0,0,0,3,informational,True,True,False,True
11358,F,23,61000.0,2016,12,2,1,5,5,5,bogo,True,True,True,True
11359,M,78,103000.0,2018,7,25,1,10,10,7,bogo,True,True,False,True
11360,M,24,54000.0,2018,7,6,0,3,7,7,discount,True,True,True,True
11361,M,24,54000.0,2018,7,6,0,0,0,4,informational,True,True,True,False
11362,F,71,52000.0,2018,2,21,1,2,10,7,discount,True,True,True,False
11363,F,71,52000.0,2018,2,21,0,0,0,3,informational,True,True,False,True
11364,F,71,52000.0,2018,2,21,1,5,5,7,bogo,True,True,True,False
11365,M,80,71000.0,2017,8,1,0,10,10,5,bogo,True,True,True,True
11366,M,80,71000.0,2017,8,1,1,5,5,5,bogo,True,True,True,True
11367,M,80,71000.0,2017,8,1,1,2,10,10,discount,True,True,True,True
11368,M,49,89000.0,2016,10,9,1,2,10,7,discount,True,True,True,False
11369,M,49,89000.0,2016,10,9,0,0,0,3,informational,True,True,False,True
11370,M,48,37000.0,2018,6,11,0,0,0,4,informational,True,True,True,False
11371,M,48,37000.0,2018,6,11,0,10,10,5,bogo,True,True,True,True
11372,M,48,37000.0,2018,6,11,0,5,5,5,bogo,True,True,True,True
11373,M,48,37000.0,2018,6,11,0,2,10,10,discount,True,True,True,True
11374,F,118,70598.22601839685,2018,7,2,0,10,10,5,bogo,True,True,True,True
11375,F,118,70598.22601839685,2018,7,2,0,0,0,3,informational,True,True,False,True
11376,F,118,70598.22601839685,2018,7,2,0,5,5,7,bogo,True,True,True,False
11377,F,118,70598.22601839685,2018,7,2,0,10,10,7,bogo,True,True,False,True
11378,F,118,70598.22601839685,2018,7,2,0,5,5,5,bogo,True,True,True,True
11379,F,88,71000.0,2015,10,25,0,0,0,3,informational,True,True,False,True
11380,M,54,61000.0,2017,3,27,1,3,7,7,discount,True,True,True,True
11381,M,54,61000.0,2017,3,27,1,2,10,7,discount,True,True,True,False
11382,M,54,61000.0,2017,3,27,0,0,0,3,informational,True,True,False,True
11383,M,46,67000.0,2017,11,23,0,5,20,10,discount,True,False,True,False
11384,M,46,67000.0,2017,11,23,0,3,7,7,discount,True,True,True,True
11385,M,46,67000.0,2017,11,23,0,0,0,4,informational,True,True,True,False
11386,F,53,98000.0,2018,7,17,0,5,20,10,discount,True,False,True,False
11387,F,53,98000.0,2018,7,17,0,2,10,7,discount,True,True,True,False
11388,F,53,98000.0,2018,7,17,0,10,10,5,bogo,True,True,True,True
11389,F,53,98000.0,2018,7,17,0,5,5,7,bogo,True,True,True,False
11390,M,61,35000.0,2018,5,25,0,5,20,10,discount,True,False,True,False
11391,M,61,35000.0,2018,5,25,0,2,10,10,discount,True,True,True,True
11392,M,50,66000.0,2013,8,15,0,0,0,4,informational,True,True,True,False
11393,M,50,66000.0,2013,8,15,1,10,10,7,bogo,True,True,False,True
